,Date,Team,Loc,Opp,WL,RS,RA,Name,ERA,FIP
1287,Sep 17,cubs,at,ARI,,,,,5.412842655433341,4.874726837766857
1288,Sep 19,cubs,vs,PIT,,,,,5.412842655433341,4.874726837766857
1289,Sep 20,cubs,vs,PIT,,,,,5.412842655433341,4.874726837766857
1290,Sep 21,cubs,vs,PIT,,,,,5.412842655433341,4.874726837766857
1291,Sep 22,cubs,vs,COL,,,,,5.412842655433341,4.874726837766857
1292,Sep 23,cubs,vs,COL,,,,,5.412842655433341,4.874726837766857
1293,Sep 24,cubs,vs,COL,,,,,5.412842655433341,4.874726837766857
1294,Sep 26,cubs,at,ATL,,,,,5.412842655433341,4.874726837766857
1295,Sep 27,cubs,at,ATL,,,,,5.412842655433341,4.874726837766857
1296,Sep 28,cubs,at,ATL,,,,,5.412842655433341,4.874726837766857
1297,Sep 29,cubs,at,MIL,,,,,5.412842655433341,4.874726837766857
1298,Sep 30,cubs,at,MIL,,,,,5.412842655433341,4.874726837766857
1299,Oct 1,cubs,at,MIL,,,,,5.412842655433341,4.874726837766857
1300,na,na,na,na,na,na,na,na,5.412842655433341,4.874726837766857
1301,Mar 30,diamondbacks,at,LAD,L,2,8,Julio Urias,5.412842655433341,4.874726837766857
1302,Mar 31,diamondbacks,at,LAD,W,2,1,Dustin May,5.412842655433341,4.874726837766857
1303,Apr 1,diamondbacks,at,LAD,L,1,10,Clayton Kershaw,5.412842655433341,4.874726837766857
1304,Apr 2,diamondbacks,at,LAD,W,2,1,Noah Syndergaard,5.412842655433341,4.874726837766857
1305,Apr 3,diamondbacks,at,SDP,L,4,5,Ryan Weathers,5.412842655433341,4.874726837766857
1306,Apr 4,diamondbacks,at,SDP,W,8,6,Yu Darvish,5.412842655433341,4.874726837766857
1307,Apr 6,diamondbacks,vs,LAD,L,2,5,Dustin May,0.0,2.57
1308,Apr 7,diamondbacks,vs,LAD,W,6,3,Clayton Kershaw,1.5,2.45
1309,Apr 8,diamondbacks,vs,LAD,W,12,8,Noah Syndergaard,1.5,1.28
1310,Apr 9,diamondbacks,vs,LAD,W,11,6,Michael Grove,6.75,2.78
1311,Apr 10,diamondbacks,vs,MIL,W,3,0,Wade Miley,0.0,2.78
1312,Apr 11,diamondbacks,vs,MIL,L,1,7,Corbin Burnes,9.64,7.03
1313,Apr 12,diamondbacks,vs,MIL,W,7,3,Janson Junk,5.412842655433341,4.874726837766857
1314,Apr 14,diamondbacks,at,MIA,L,1,5,Trevor Rogers,6.0,6.51
1315,Apr 15,diamondbacks,at,MIA,L,2,3,Braxton Garrett,4.7,3.28
1316,Apr 16,diamondbacks,at,MIA,W,5,0,Sandy Alcantara,5.79,3.77
1317,Apr 17,diamondbacks,at,STL,W,6,3,Jack Flaherty,1.76,5.37
1318,Apr 18,diamondbacks,at,STL,W,8,7,Jordan Montgomery,2.45,2.25
1319,Apr 19,diamondbacks,at,STL,L,5,14,Jake Woodford,5.65,6.84
1320,Apr 20,diamondbacks,vs,SDP,L,5,7,Michael Wacha,6.06,4.75
1321,Apr 21,diamondbacks,vs,SDP,W,9,0,Seth Lugo,2.7,3.1
1322,Apr 22,diamondbacks,vs,SDP,L,3,5,Joe Musgrove,5.412842655433341,4.874726837766857
1323,Apr 23,diamondbacks,vs,SDP,L,5,7,Yu Darvish,3.44,2.74
1324,Apr 24,diamondbacks,vs,KCR,W,5,4,Brad Keller,3.0,4.33
1325,Apr 25,diamondbacks,vs,KCR,L,4,5,Brady Singer,8.14,5.43
1326,Apr 26,diamondbacks,vs,KCR,W,2,0,Ryan Yarbrough,7.62,6.13
1327,Apr 28,diamondbacks,at,COL,W,9,1,Kyle Freeland,4.28,5.59
1328,Apr 29,diamondbacks,at,COL,W,11,4,Noah Davis,0.93,2.46
1329,Apr 30,diamondbacks,at,COL,L,4,12,Austin Gomber,9.28,6.61
1330,May 2,diamondbacks,at,TEX,L,4,6,Jon Gray,3.91,5.77
1331,May 3,diamondbacks,at,TEX,W,12,7,Andrew Heaney,4.38,4.99
1332,May 5,diamondbacks,vs,WSN,W,3,1,Josiah Gray,2.67,4.32
1333,May 6,diamondbacks,vs,WSN,W,8,7,MacKenzie Gore,3.77,3.77
1334,May 7,diamondbacks,vs,WSN,L,8,9,Trevor Williams,3.41,4.36
1335,May 8,diamondbacks,vs,MIA,W,5,2,Braxton Garrett,5.81,4.77
1336,May 9,diamondbacks,vs,MIA,L,2,6,Jesus Luzardo,3.66,3.89
1337,May 10,diamondbacks,vs,MIA,L,4,5,Edward Cabrera,4.78,5.1
1338,May 11,diamondbacks,vs,SFG,L,2,6,Alex Cobb,2.01,2.89
1339,May 12,diamondbacks,vs,SFG,W,7,5,John Brebbia,5.93,2.48
1340,May 13,diamondbacks,vs,SFG,W,7,2,Anthony DeSclafani,2.8,3.31
1341,May 14,diamondbacks,vs,SFG,W,2,1,Logan Webb,3.46,3.69
1342,May 15,diamondbacks,at,OAK,W,5,2,Drew Rucinski,8.16,7.26
1343,May 16,diamondbacks,at,OAK,L,8,9,Kyle Muller,7.34,5.73
1344,May 17,diamondbacks,at,OAK,W,5,3,Luis Medina,8.18,6.01
1345,May 19,diamondbacks,at,PIT,L,3,13,Johan Oviedo,5.14,3.93
1346,May 20,diamondbacks,at,PIT,W,4,3,Mitch Keller,2.38,2.61
1347,May 21,diamondbacks,at,PIT,W,8,3,Roansy Contreras,4.4,4.42
1348,May 22,diamondbacks,at,PHI,W,6,3,Zack Wheeler,4.06,2.4
1349,May 23,diamondbacks,at,PHI,W,4,3,Matt Strahm,2.73,2.22
1350,May 24,diamondbacks,at,PHI,L,5,6,Ranger Suarez,10.5,2.62
1351,May 26,diamondbacks,vs,BOS,L,2,7,Chris Sale,5.01,4.02
1352,May 27,diamondbacks,vs,BOS,L,1,2,Garrett Whitlock,6.19,5.91
1353,May 28,diamondbacks,vs,BOS,W,4,2,Tanner Houck,4.99,3.84
1354,May 29,diamondbacks,vs,COL,W,7,5,Karl Kauffmann,9.35,5.48
1355,May 30,diamondbacks,vs,COL,W,5,1,Kyle Freeland,3.86,4.35
1356,May 31,diamondbacks,vs,COL,W,6,0,Dinelson Lamet,12.66,6.66
1357,Jun 1,diamondbacks,vs,COL,W,5,4,Connor Seabold,5.94,5.79
1358,Jun 2,diamondbacks,vs,ATL,W,3,2,Charlie Morton,3.59,3.8
1359,Jun 3,diamondbacks,vs,ATL,L,2,5,Spencer Strider,2.97,2.36
1360,Jun 4,diamondbacks,vs,ATL,L,5,8,Michael Soroka,5.412842655433341,4.874726837766857
1361,Jun 6,diamondbacks,at,WSN,W,10,5,Jake Irvin,5.67,5.8
1362,Jun 7,diamondbacks,at,WSN,W,6,2,Patrick Corbin,4.92,4.95
1363,Jun 9,diamondbacks,at,DET,W,11,6,Michael Lorenzen,3.21,3.94
1364,Jun 10,diamondbacks,at,DET,W,5,0,Matthew Boyd,5.57,4.35
1365,Jun 11,diamondbacks,at,DET,W,7,5,Will Vest,3.47,2.85
1366,Jun 12,diamondbacks,vs,PHI,W,9,8,Matt Strahm,5.412842655433341,4.874726837766857
1367,Jun 13,diamondbacks,vs,PHI,L,3,15,Zack Wheeler,5.412842655433341,4.874726837766857
1368,Jun 14,diamondbacks,vs,PHI,L,3,4,Ranger Suarez,5.412842655433341,4.874726837766857
1369,Jun 15,diamondbacks,vs,PHI,L,4,5,Aaron Nola,5.412842655433341,4.874726837766857
1370,Jun 16,diamondbacks,vs,CLE,W,5,1,Touki Toussaint,5.412842655433341,4.874726837766857
1371,Jun 17,diamondbacks,vs,CLE,W,6,3,Shane Bieber,5.412842655433341,4.874726837766857
1372,Jun 18,diamondbacks,vs,CLE,L,3,12,Tanner Bibee,5.412842655433341,4.874726837766857
1373,Jun 19,diamondbacks,at,MIL,W,9,1,Corbin Burnes,5.412842655433341,4.874726837766857
1374,Jun 20,diamondbacks,at,MIL,L,5,7,Colin Rea,5.412842655433341,4.874726837766857
1375,Jun 21,diamondbacks,at,MIL,W,5,1,Julio Teheran,5.412842655433341,4.874726837766857
1376,Jun 22,diamondbacks,at,WSN,W,5,3,Jake Irvin,5.412842655433341,4.874726837766857
1377,Jun 23,diamondbacks,at,SFG,L,5,8,Logan Webb,5.412842655433341,4.874726837766857
1378,Jun 24,diamondbacks,at,SFG,L,6,7,Ryan Walker,5.412842655433341,4.874726837766857
1379,Jun 25,diamondbacks,at,SFG,W,5,2,Anthony DeSclafani,5.412842655433341,4.874726837766857
1380,Jun 27,diamondbacks,vs,TBR,W,8,4,Taj Bradley,5.412842655433341,4.874726837766857
1381,Jun 28,diamondbacks,vs,TBR,L,2,3,Zach Eflin,5.412842655433341,4.874726837766857
1382,Jun 29,diamondbacks,vs,TBR,L,1,6,Zack Littell,5.412842655433341,4.874726837766857
1383,Jun 30,diamondbacks,at,LAA,W,6,2,Griffin Canning,5.412842655433341,4.874726837766857
1384,Jul 1,diamondbacks,at,LAA,W,3,1,Tyler Anderson,5.412842655433341,4.874726837766857
1385,Jul 2,diamondbacks,at,LAA,L,2,5,Reid Detmers,5.412842655433341,4.874726837766857
1386,Jul 4,diamondbacks,vs,NYM,L,5,8,Max Scherzer,5.412842655433341,4.874726837766857
1387,Jul 5,diamondbacks,vs,NYM,L,1,2,Kodai Senga,5.412842655433341,4.874726837766857
1388,Jul 6,diamondbacks,vs,NYM,L,0,9,Carlos Carrasco,5.412842655433341,4.874726837766857
1389,Jul 7,diamondbacks,vs,PIT,W,7,3,Rich Hill,5.412842655433341,4.874726837766857
1390,Jul 8,diamondbacks,vs,PIT,,,,Mitch Keller,5.412842655433341,4.874726837766857
1391,Jul 9,diamondbacks,vs,PIT,,,,Cam Alldred,5.412842655433341,4.874726837766857
1392,Jul 14,diamondbacks,at,TOR,,,,Chris Bassitt,5.412842655433341,4.874726837766857
1393,Jul 15,diamondbacks,at,TOR,,,,Jose Berrios,5.412842655433341,4.874726837766857
1394,Jul 16,diamondbacks,at,TOR,,,,Kevin Gausman,5.412842655433341,4.874726837766857
1395,Jul 18,diamondbacks,at,ATL,,,,Michael Soroka,5.412842655433341,4.874726837766857
1396,Jul 19,diamondbacks,at,ATL,,,,Kolby Allard,5.412842655433341,4.874726837766857
1397,Jul 20,diamondbacks,at,ATL,,,,Charlie Morton,5.412842655433341,4.874726837766857
1398,Jul 21,diamondbacks,at,CIN,,,,Ben Lively,5.412842655433341,4.874726837766857
1399,Jul 22,diamondbacks,at,CIN,,,,Brandon Williamson,5.412842655433341,4.874726837766857
1400,Jul 23,diamondbacks,at,CIN,,,,,5.412842655433341,4.874726837766857
1401,Jul 24,diamondbacks,vs,STL,,,,,5.412842655433341,4.874726837766857
1402,Jul 25,diamondbacks,vs,STL,,,,,5.412842655433341,4.874726837766857
1403,Jul 26,diamondbacks,vs,STL,,,,,5.412842655433341,4.874726837766857
1404,Jul 28,diamondbacks,vs,SEA,,,,,5.412842655433341,4.874726837766857
1405,Jul 29,diamondbacks,vs,SEA,,,,,5.412842655433341,4.874726837766857
1406,Jul 30,diamondbacks,vs,SEA,,,,,5.412842655433341,4.874726837766857
1407,Jul 31,diamondbacks,at,SFG,,,,,5.412842655433341,4.874726837766857
1408,Aug 1,diamondbacks,at,SFG,,,,,5.412842655433341,4.874726837766857
1409,Aug 2,diamondbacks,at,SFG,,,,,5.412842655433341,4.874726837766857
1410,Aug 3,diamondbacks,at,SFG,,,,,5.412842655433341,4.874726837766857
1411,Aug 4,diamondbacks,at,MIN,,,,,5.412842655433341,4.874726837766857
1412,Aug 5,diamondbacks,at,MIN,,,,,5.412842655433341,4.874726837766857
1413,Aug 6,diamondbacks,at,MIN,,,,,5.412842655433341,4.874726837766857
1414,Aug 8,diamondbacks,vs,LAD,,,,,5.412842655433341,4.874726837766857
1415,Aug 9,diamondbacks,vs,LAD,,,,,5.412842655433341,4.874726837766857
1416,Aug 11,diamondbacks,vs,SDP,,,,,5.412842655433341,4.874726837766857
1417,Aug 12,diamondbacks,vs,SDP,,,,,5.412842655433341,4.874726837766857
1418,Aug 13,diamondbacks,vs,SDP,,,,,5.412842655433341,4.874726837766857
1419,Aug 14,diamondbacks,at,COL,,,,,5.412842655433341,4.874726837766857
1420,Aug 15,diamondbacks,at,COL,,,,,5.412842655433341,4.874726837766857
1421,Aug 16,diamondbacks,at,COL,,,,,5.412842655433341,4.874726837766857
1422,Aug 17,diamondbacks,at,SDP,,,,,5.412842655433341,4.874726837766857
1423,Aug 18,diamondbacks,at,SDP,,,,,5.412842655433341,4.874726837766857
1424,Aug 19,diamondbacks,at,SDP,,,,,5.412842655433341,4.874726837766857
1425,Aug 20,diamondbacks,at,SDP,,,,,5.412842655433341,4.874726837766857
1426,Aug 21,diamondbacks,vs,TEX,,,,,5.412842655433341,4.874726837766857
1427,Aug 22,diamondbacks,vs,TEX,,,,,5.412842655433341,4.874726837766857
1428,Aug 24,diamondbacks,vs,CIN,,,,,5.412842655433341,4.874726837766857
1429,Aug 25,diamondbacks,vs,CIN,,,,,5.412842655433341,4.874726837766857
1430,Aug 26,diamondbacks,vs,CIN,,,,,5.412842655433341,4.874726837766857
1431,Aug 27,diamondbacks,vs,CIN,,,,,5.412842655433341,4.874726837766857
1432,Aug 28,diamondbacks,at,LAD,,,,,5.412842655433341,4.874726837766857
1433,Aug 29,diamondbacks,at,LAD,,,,,5.412842655433341,4.874726837766857
1434,Aug 30,diamondbacks,at,LAD,,,,,5.412842655433341,4.874726837766857
1435,Sep 1,diamondbacks,vs,BAL,,,,,5.412842655433341,4.874726837766857
1436,Sep 2,diamondbacks,vs,BAL,,,,,5.412842655433341,4.874726837766857
1437,Sep 3,diamondbacks,vs,BAL,,,,,5.412842655433341,4.874726837766857
1438,Sep 4,diamondbacks,vs,COL,,,,,5.412842655433341,4.874726837766857
1439,Sep 5,diamondbacks,vs,COL,,,,,5.412842655433341,4.874726837766857
1440,Sep 6,diamondbacks,vs,COL,,,,,5.412842655433341,4.874726837766857
1441,Sep 7,diamondbacks,at,CHC,,,,,5.412842655433341,4.874726837766857
1442,Sep 8,diamondbacks,at,CHC,,,,,5.412842655433341,4.874726837766857
1443,Sep 9,diamondbacks,at,CHC,,,,,5.412842655433341,4.874726837766857
1444,Sep 10,diamondbacks,at,CHC,,,,,5.412842655433341,4.874726837766857
1445,Sep 11,diamondbacks,at,NYM,,,,,5.412842655433341,4.874726837766857
1446,Sep 12,diamondbacks,at,NYM,,,,,5.412842655433341,4.874726837766857
1447,Sep 13,diamondbacks,at,NYM,,,,,5.412842655433341,4.874726837766857
1448,Sep 14,diamondbacks,at,NYM,,,,,5.412842655433341,4.874726837766857
1449,Sep 15,diamondbacks,vs,CHC,,,,,5.412842655433341,4.874726837766857
1450,Sep 16,diamondbacks,vs,CHC,,,,,5.412842655433341,4.874726837766857
1451,Sep 17,diamondbacks,vs,CHC,,,,,5.412842655433341,4.874726837766857
1452,Sep 19,diamondbacks,vs,SFG,,,,,5.412842655433341,4.874726837766857
1453,Sep 20,diamondbacks,vs,SFG,,,,,5.412842655433341,4.874726837766857
1454,Sep 22,diamondbacks,at,NYY,,,,,5.412842655433341,4.874726837766857
1455,Sep 23,diamondbacks,at,NYY,,,,,5.412842655433341,4.874726837766857
1456,Sep 24,diamondbacks,at,NYY,,,,,5.412842655433341,4.874726837766857
1457,Sep 25,diamondbacks,at,CHW,,,,,5.412842655433341,4.874726837766857
1458,Sep 26,diamondbacks,at,CHW,,,,,5.412842655433341,4.874726837766857
1459,Sep 27,diamondbacks,at,CHW,,,,,5.412842655433341,4.874726837766857
1460,Sep 29,diamondbacks,vs,HOU,,,,,5.412842655433341,4.874726837766857
1461,Sep 30,diamondbacks,vs,HOU,,,,,5.412842655433341,4.874726837766857
1462,Oct 1,diamondbacks,vs,HOU,,,,,5.412842655433341,4.874726837766857
1463,na,na,na,na,na,na,na,na,5.412842655433341,4.874726837766857
1464,Mar 30,dodgers,vs,ARI,W,8,2,Zac Gallen,5.412842655433341,4.874726837766857
1465,Mar 31,dodgers,vs,ARI,L,1,2,Merrill Kelly,5.412842655433341,4.874726837766857
1466,Apr 1,dodgers,vs,ARI,W,10,1,Madison Bumgarner,5.412842655433341,4.874726837766857
1467,Apr 2,dodgers,vs,ARI,L,1,2,Zach Davies,5.412842655433341,4.874726837766857
1468,Apr 3,dodgers,vs,COL,W,13,4,Ryan Feltner,5.412842655433341,4.874726837766857
1469,Apr 4,dodgers,vs,COL,W,5,2,German Marquez,3.0,1.62
1470,Apr 6,dodgers,at,ARI,W,5,2,Merrill Kelly,0.0,4.38
1471,Apr 7,dodgers,at,ARI,L,3,6,Madison Bumgarner,11.25,9.28
1472,Apr 8,dodgers,at,ARI,L,8,12,Zach Davies,1.8,5.48
1473,Apr 9,dodgers,at,ARI,L,6,11,Ryne Nelson,5.4,6.48
1474,Apr 10,dodgers,at,SFG,W,9,1,Logan Webb,6.55,3.28
1475,Apr 11,dodgers,at,SFG,L,0,5,Alex Wood,3.0,3.28
1476,Apr 12,dodgers,at,SFG,W,10,5,Alex Cobb,2.53,3.75
1477,Apr 14,dodgers,vs,CHC,L,2,8,Justin Steele,0.75,2.7
1478,Apr 15,dodgers,vs,CHC,W,2,1,Jameson Taillon,7.0,1.95
1479,Apr 16,dodgers,vs,CHC,L,2,3,Drew Smyly,6.52,4.11
1480,Apr 17,dodgers,vs,NYM,L,6,8,David Peterson,4.91,4.51
1481,Apr 18,dodgers,vs,NYM,W,5,0,Tylor Megill,2.25,4.6
1482,Apr 19,dodgers,vs,NYM,L,3,5,Max Scherzer,4.41,6.04
1483,Apr 20,dodgers,at,CHC,W,6,2,Javier Assad,12.46,2.36
1484,Apr 21,dodgers,at,CHC,L,0,13,Drew Smyly,4.7,4.65
1485,Apr 22,dodgers,at,CHC,W,9,4,Hayden Wesneski,6.23,5.98
1486,Apr 23,dodgers,at,CHC,W,7,3,Marcus Stroman,0.75,2.58
1487,Apr 25,dodgers,at,PIT,W,8,7,Johan Oviedo,2.22,3.82
1488,Apr 26,dodgers,at,PIT,L,1,8,Roansy Contreras,4.57,3.05
1489,Apr 27,dodgers,at,PIT,L,2,6,Mitch Keller,3.64,4.23
1490,Apr 28,dodgers,vs,STL,W,7,3,Jack Flaherty,3.29,5.11
1491,Apr 29,dodgers,vs,STL,W,1,0,Jordan Montgomery,3.81,2.72
1492,Apr 30,dodgers,vs,STL,W,6,3,Jake Woodford,5.47,6.77
1493,May 1,dodgers,vs,PHI,W,13,4,Taijuan Walker,4.97,5.18
1494,May 2,dodgers,vs,PHI,W,13,1,Matt Strahm,2.31,2.68
1495,May 3,dodgers,vs,PHI,W,10,6,Aaron Nola,4.46,3.92
1496,May 5,dodgers,at,SDP,L,2,5,Yu Darvish,3.6,3.82
1497,May 6,dodgers,at,SDP,W,2,1,Blake Snell,5.28,5.56
1498,May 7,dodgers,at,SDP,W,5,2,Joe Musgrove,10.8,8.08
1499,May 8,dodgers,at,MIL,L,3,9,Freddy Peralta,3.63,3.54
1500,May 9,dodgers,at,MIL,W,6,2,Eric Lauer,4.4,5.31
1501,May 10,dodgers,at,MIL,W,8,1,Wade Miley,2.31,3.43
1502,May 12,dodgers,vs,SDP,W,4,2,Blake Snell,4.89,5.46
1503,May 13,dodgers,vs,SDP,W,4,2,Joe Musgrove,6.75,6.21
1504,May 14,dodgers,vs,SDP,W,4,0,Ryan Weathers,2.5,3.78
1505,May 15,dodgers,vs,MIN,W,9,8,Pablo Lopez,3.47,3.24
1506,May 16,dodgers,vs,MIN,L,1,5,Bailey Ober,1.85,3.28
1507,May 17,dodgers,vs,MIN,W,7,3,Sonny Gray,1.39,1.87
1508,May 18,dodgers,at,STL,L,8,16,Adam Wainwright,7.2,5.08
1509,May 19,dodgers,at,STL,W,5,0,Steven Matz,5.62,4.92
1510,May 20,dodgers,at,STL,L,5,6,Miles Mikolas,4.91,4.54
1511,May 21,dodgers,at,STL,L,5,10,Jack Flaherty,5.24,4.99
1512,May 22,dodgers,at,ATL,W,8,6,Charlie Morton,2.85,3.58
1513,May 23,dodgers,at,ATL,W,8,1,Spencer Strider,2.96,2.18
1514,May 24,dodgers,at,ATL,L,3,4,Bryce Elder,2.06,3.34
1515,May 26,dodgers,at,TBR,L,3,9,Jalen Beeks,4.68,4.64
1516,May 27,dodgers,at,TBR,W,6,5,Tyler Glasnow,5.412842655433341,4.874726837766857
1517,May 28,dodgers,at,TBR,L,10,11,Josh Fleming,3.59,4.71
1518,May 29,dodgers,vs,WSN,W,6,1,Trevor Williams,4.32,5.04
1519,May 30,dodgers,vs,WSN,W,9,3,Jake Irvin,5.32,5.92
1520,May 31,dodgers,vs,WSN,L,6,10,Patrick Corbin,4.88,4.54
1521,Jun 2,dodgers,vs,NYY,W,8,4,Luis Severino,1.59,3.73
1522,Jun 3,dodgers,vs,NYY,L,3,6,Gerrit Cole,2.93,3.69
1523,Jun 4,dodgers,vs,NYY,L,1,4,Domingo German,3.98,4.41
1524,Jun 6,dodgers,at,CIN,L,8,9,Luke Weaver,5.36,5.39
1525,Jun 7,dodgers,at,CIN,L,6,8,Brandon Williamson,4.29,5.14
1526,Jun 8,dodgers,at,CIN,W,6,0,Graham Ashcraft,6.64,5.03
1527,Jun 9,dodgers,at,PHI,L,4,5,Ranger Suarez,5.47,3.69
1528,Jun 10,dodgers,at,PHI,W,9,0,Aaron Nola,4.3,4.27
1529,Jun 11,dodgers,at,PHI,L,3,7,Taijuan Walker,5.04,5.05
1530,Jun 13,dodgers,vs,CHW,W,5,1,Lance Lynn,5.412842655433341,4.874726837766857
1531,Jun 14,dodgers,vs,CHW,L,4,8,Mike Clevinger,5.412842655433341,4.874726837766857
1532,Jun 15,dodgers,vs,CHW,W,5,4,Dylan Cease,5.412842655433341,4.874726837766857
1533,Jun 16,dodgers,vs,SFG,L,5,7,John Brebbia,5.412842655433341,4.874726837766857
1534,Jun 17,dodgers,vs,SFG,L,0,15,Alex Wood,5.412842655433341,4.874726837766857
1535,Jun 18,dodgers,vs,SFG,L,3,7,Logan Webb,5.412842655433341,4.874726837766857
1536,Jun 20,dodgers,at,LAA,W,2,0,Reid Detmers,5.412842655433341,4.874726837766857
1537,Jun 21,dodgers,at,LAA,W,2,0,Shohei Ohtani,5.412842655433341,4.874726837766857
1538,Jun 23,dodgers,vs,HOU,W,3,2,J.P. France,5.412842655433341,4.874726837766857
1539,Jun 24,dodgers,vs,HOU,W,8,7,Ronel Blanco,5.412842655433341,4.874726837766857
1540,Jun 25,dodgers,vs,HOU,L,5,6,Hunter Brown,5.412842655433341,4.874726837766857
1541,Jun 27,dodgers,at,COL,W,5,0,Connor Seabold,5.412842655433341,4.874726837766857
1542,Jun 28,dodgers,at,COL,L,8,9,Kyle Freeland,5.412842655433341,4.874726837766857
1543,Jun 29,dodgers,at,COL,W,14,3,Chase Anderson,5.412842655433341,4.874726837766857
1544,Jun 30,dodgers,at,KCR,W,9,3,Alec Marsh,5.412842655433341,4.874726837766857
1545,Jul 1,dodgers,at,KCR,L,4,6,Daniel Lynch,5.412842655433341,4.874726837766857
1546,Jul 2,dodgers,at,KCR,L,1,9,Brady Singer,5.412842655433341,4.874726837766857
1547,Jul 3,dodgers,vs,PIT,W,5,2,Mitch Keller,5.412842655433341,4.874726837766857
1548,Jul 4,dodgers,vs,PIT,L,7,9,Luis L. Ortiz,5.412842655433341,4.874726837766857
1549,Jul 5,dodgers,vs,PIT,W,6,4,Osvaldo Bido,5.412842655433341,4.874726837766857
1550,Jul 6,dodgers,vs,PIT,W,5,2,Johan Oviedo,5.412842655433341,4.874726837766857
1551,Jul 7,dodgers,vs,LAA,W,11,4,Griffin Canning,5.412842655433341,4.874726837766857
1552,Jul 8,dodgers,vs,LAA,,,,Reid Detmers,5.412842655433341,4.874726837766857
1553,Jul 14,dodgers,at,NYM,,,,Max Scherzer,5.412842655433341,4.874726837766857
1554,Jul 15,dodgers,at,NYM,,,,Justin Verlander,5.412842655433341,4.874726837766857
1555,Jul 16,dodgers,at,NYM,,,,Kodai Senga,5.412842655433341,4.874726837766857
1556,Jul 17,dodgers,at,BAL,,,,Kyle Bradish,5.412842655433341,4.874726837766857
1557,Jul 18,dodgers,at,BAL,,,,Cole Irvin,5.412842655433341,4.874726837766857
1558,Jul 19,dodgers,at,BAL,,,,Dean Kremer,5.412842655433341,4.874726837766857
1559,Jul 21,dodgers,at,TEX,,,,Martin Perez,5.412842655433341,4.874726837766857
1560,Jul 22,dodgers,at,TEX,,,,Nathan Eovaldi,5.412842655433341,4.874726837766857
1561,Jul 23,dodgers,at,TEX,,,,,5.412842655433341,4.874726837766857
1562,Jul 24,dodgers,vs,TOR,,,,,5.412842655433341,4.874726837766857
1563,Jul 25,dodgers,vs,TOR,,,,,5.412842655433341,4.874726837766857
1564,Jul 26,dodgers,vs,TOR,,,,,5.412842655433341,4.874726837766857
1565,Jul 28,dodgers,vs,CIN,,,,,5.412842655433341,4.874726837766857
1566,Jul 29,dodgers,vs,CIN,,,,,5.412842655433341,4.874726837766857
1567,Jul 30,dodgers,vs,CIN,,,,,5.412842655433341,4.874726837766857
1568,Aug 1,dodgers,vs,OAK,,,,,5.412842655433341,4.874726837766857
1569,Aug 2,dodgers,vs,OAK,,,,,5.412842655433341,4.874726837766857
1570,Aug 3,dodgers,vs,OAK,,,,,5.412842655433341,4.874726837766857
1571,Aug 4,dodgers,at,SDP,,,,,5.412842655433341,4.874726837766857
1572,Aug 5,dodgers,at,SDP,,,,,5.412842655433341,4.874726837766857
1573,Aug 6,dodgers,at,SDP,,,,,5.412842655433341,4.874726837766857
1574,Aug 7,dodgers,at,SDP,,,,,5.412842655433341,4.874726837766857
1575,Aug 8,dodgers,at,ARI,,,,,5.412842655433341,4.874726837766857
1576,Aug 9,dodgers,at,ARI,,,,,5.412842655433341,4.874726837766857
1577,Aug 10,dodgers,vs,COL,,,,,5.412842655433341,4.874726837766857
1578,Aug 11,dodgers,vs,COL,,,,,5.412842655433341,4.874726837766857
1579,Aug 12,dodgers,vs,COL,,,,,5.412842655433341,4.874726837766857
1580,Aug 13,dodgers,vs,COL,,,,,5.412842655433341,4.874726837766857
1581,Aug 15,dodgers,vs,MIL,,,,,5.412842655433341,4.874726837766857
1582,Aug 16,dodgers,vs,MIL,,,,,5.412842655433341,4.874726837766857
1583,Aug 17,dodgers,vs,MIL,,,,,5.412842655433341,4.874726837766857
1584,Aug 18,dodgers,vs,MIA,,,,,5.412842655433341,4.874726837766857
1585,Aug 19,dodgers,vs,MIA,,,,,5.412842655433341,4.874726837766857
1586,Aug 20,dodgers,vs,MIA,,,,,5.412842655433341,4.874726837766857
1587,Aug 22,dodgers,at,CLE,,,,,5.412842655433341,4.874726837766857
1588,Aug 23,dodgers,at,CLE,,,,,5.412842655433341,4.874726837766857
1589,Aug 24,dodgers,at,CLE,,,,,5.412842655433341,4.874726837766857
1590,Aug 25,dodgers,at,BOS,,,,,5.412842655433341,4.874726837766857
1591,Aug 26,dodgers,at,BOS,,,,,5.412842655433341,4.874726837766857
1592,Aug 27,dodgers,at,BOS,,,,,5.412842655433341,4.874726837766857
1593,Aug 28,dodgers,vs,ARI,,,,,5.412842655433341,4.874726837766857
1594,Aug 29,dodgers,vs,ARI,,,,,5.412842655433341,4.874726837766857
1595,Aug 30,dodgers,vs,ARI,,,,,5.412842655433341,4.874726837766857
1596,Aug 31,dodgers,vs,ATL,,,,,5.412842655433341,4.874726837766857
1597,Sep 1,dodgers,vs,ATL,,,,,5.412842655433341,4.874726837766857
1598,Sep 2,dodgers,vs,ATL,,,,,5.412842655433341,4.874726837766857
1599,Sep 3,dodgers,vs,ATL,,,,,5.412842655433341,4.874726837766857
1600,Sep 5,dodgers,at,MIA,,,,,5.412842655433341,4.874726837766857
1601,Sep 6,dodgers,at,MIA,,,,,5.412842655433341,4.874726837766857
